Title,Year,Released,Genre,Director,Actors,Plot,Language,Country,IMDB Rating
Bengal Tiger,2015,09-Dec-15,"Action, Comedy",Sampath Nandi,"Ravi Teja, Tamannaah Bhatia, Raashi Khanna","Aakash is a guy who wants to become popular. He hits a state minister and joins him. He slowly becomes a friend of the home minister and falls in love with home minister's daughter. On the engagement between them, in the presence of state's chief minister, Aakash gives a huge shock to both the home and chief ministers. Rest of the story reveals the shock, and relations, flashback of Aakash with the ministers.","Tamil, Telugu",India,5.2
Anaganaga Oka Chitram,2015,11-Dec-15,Drama,J. Prabhakar Reddy,"Meghashri, Jayaprakash Reddy, Sayaji Shinde",,Telugu,India,
Loafer,2015,17-Dec-15,"Action, Drama",Puri Jagannadh,"Varun Tej, Disha Patani, Revathi",Raju has grown up believing that his mother was dead. Suddenly one day he sees his mother and comes to know that she is believing that her son had died.Now Raju has to convince her that he is her son and also at the same time solving problems around her.,Telugu,India,5.1
Taskara,2015,19-Dec-15,Thriller,,"Srinivas Govind, Kiriti, Nesa","A mystery hacker steals from RBI which is the central bank of India. How he did it and why is the main plot of the movie. The movie shows an anonymous hacker recording a video and taunting the officials of the RAW agency of India. The movie moves between India, UK and Brazil and begins with the year 2062. The movie is a financial crime thriller.",Telugu,India,6.1
Soukhyam,2015,07-Apr-17,"Action, Romance",A.S. Ravi Kumar Chowdary,"Gopichand, Regina Cassandra, Mukesh Rishi","Soukhyam tells the story of a happy-go-lucky young man, who wants to provide the comforts of life to his family. When he falls in love with a girl, he suddenly faces a lot of obstacles. How he solves the problems forms the crux of the story.",Telugu,India,3.7
Bhale Manchi Roju,2015,24-Dec-15,"Action, Romance",Sriram Adittya,"Sudheer Babu Posani, Wamiqa Gabbi, Sai Kumar",The story revolves around a guy who plans to kidnap his lover when she rejects marriage as he was poor and gets ready for other marriage. Accidentally he kidnaps an other girl when she was getting kidnapped by an other gangster leading to a series of humorous events.,Telugu,India,6.7
Mama Manchu Alludu Kanchu,2015,24-Dec-15,"Action, Comedy","Sreenivass Redde, Srinivas Reddy","Mohammad Ali, Mohan Babu, Shamna Kasim","Bhaktavatsalam Naidu (Mohan Babu), who has married two women and has successfully managed to keep the secret of the other woman to both the ladies..Later part reveal why Naidu married two of them and also his wives knowing the truth.",Telugu,India,6.5
Jatha Kalise,2015,25-Dec-15,Drama,Rakesh Sashi,"Ashwin Babu, Tejaswi Madivada, Vidyullekha Raman",,Telugu,India,
Nenu Sailaja,2016,01-Jan-16,"Action, Comedy, Romance",Thirumala Kishore,"Ram Pothineni, Keerthy Suresh, Sathyaraj","Hari (Ram), a DJ in Vizag, proposes to many girls none of them accept his love. One day he sees a beautiful girl Sailaja (Keerthi Suresh) and also impresses her but doesn't propose to her fearing that he would be rejected. Hari spends some good times with Sailaja and right when he proposes his love, she rejects him point blank. An upset Ravi continues with his life and as time passes by, he gets a huge clue which could help him getting back his love.",Telugu,India,6.9
To Father with Love,2016,12-Jan-16,"Action, Drama, Thriller",Sukumar,"N.T. Rama Rao Jr., Rakul Preet Singh, Jagapathi Babu","Abhi (Jr NTR) takes up a mission to bring down multi-billionaire Krishna Murthy (Jagapathi Babu) to ground zero as he cheated his father Prasad (Rajendra Prasad). Abhi's father wants to take revenge on Krishna Murthy before he dies, so he plans a mind game to fulfill his father's final wish. Rest is about the mind games between Abhi and Krishna Murthy.",Telugu,India,7.5
Express Raja,2016,15-Jan-16,"Action, Comedy, Romance",Merlapaka Gandhi,"Sharwanand, Surbhi, Urvashi","The film starts with Raju's (Sharwanand) attempt to steal a puppy from a guarded woman as his uncle (Prabhas Seenu) and Sapthagiri become his team willingly and reluctantly, respectively. Moments after running away from the scene in a ramshackle van, Raju stars narrating his life days before the incident. After coming to Hyderabad with Prabhas Seenu, Raju fell in love with Amulya (Surbhi), the future fiance of Kesava Reddy (played by Harish Uttaman). His hatred towards dogs makes him impulsively hand over Amulya's puppy to dog cullers and this threatens to lead to their break-up. It is now up to Raju to trace that dog and in the process, he faces obstacles from a whole range of funny characters and Kesava Reddy, the one major character with no comic side. The director of 'Venkatadri Express' fame has done a fairly good job in telling and executing a not-so-novel idea with doses of fun. The first half establishes the incident and the second half is more about delineating the dog-stealing incident more elaborately through occasional revisiting. Besides it is also about Sapthagiri, Urvashi, Shakalaka Shankar, Supreet, Dhanraj and Supreet doing their bit to add to the comedy of errors and confusion. Raju and Amulya continue to achieve success in their mission slowly and steadily, and it all ends with the hero, hitherto regarded as an irresponsible son by his father, becoming a real-life hero. In so far as writing a screenplay that doesn't complicate matters for the audience, this film steals a march. More than the curious turns in Raju's life, the idiocy of characters keeps the entertainment quotient up. Sapthagiri makes it a laugh riot in every scene he is seen. Prabhas Seenu complements his efforts. Urvashi is one talented yesteryear actress who has the potential to re-invent herself through well-written roles like it was the case in Size Zero. In this film, she is quite watchable both as a power-hungry mother of a villainous son and someone who loses her memory and turns into Vasantha Kokila's Sridevi. As character after character turns out to have a stake in the dog, the audience looks forward to a routine denouement. The climax doesn't have the scale or imagination to be worthy of being talked about. It would have been interesting if the hero was shown to have actively worked towards preventing the dog from falling into the hands of Supreet or Harish Uttaman, revealing what he did to ensure that in the climax. By showing Dhanraj as instrumental in making Sharwa a hero, the climax was robbed of excitement, although a smile on the face is certain.",Telugu,India,6.9
Dictator,2016,14-Jan-16,"Action, Drama",Sriwass,"Nandamuri Balakrishna, Anjali, Sonal Chauhan","Chandu lives a normal life with his in laws in Hyderabad. One fine day, he comes across an aspiring actress Sonala helps her in a critical situation. The problems gets big and Chandu lands himself in a huge mess.",Telugu,India,4.1
Soggade Chinni Nayana,2016,14-Jan-16,"Comedy, Drama",Kalyan Krishna,"Nagarjuna Akkineni, Ramya Krishnan, Lavanya Tripathi","To keep her late husband's son and his wife from seeking a divorce, a widow enlists the help of her husband's spirit.",Telugu,India,6.3
Lacchimdeviki O Lekkundi,2016,29-Jan-16,"Comedy, Thriller",Jagadish Talasila,"Naveen Chandra, Lavanya Tripathi, Ajay","Lacchimdeviki O Lekkundi (LOL) is a Telugu comedy thriller film directed by debutant Jagadish Talasila, who is a protege of acclaimed Indian director SS Rajamouli. Starring Naveen Chandra and Lavanya tripathi in lead roles. Popular music director M. M. Keeravani composed the music for the film.",Telugu,India,5.3
Seethamma Andalu Ramayya Sitralu,2016,29-Jan-16,"Comedy, Romance",Srinivas Gavireddy,"Aadarsh Balakrishna, Arthana Binu, DjHandsomeNasir2","Sri Ram (Raj Tarun) is a young village guy, who starts loving a girl Seetha mahalakshmi (Arthana Binu) from young age. Sri Ram remains in the village, Seetha goes to the city for higher education and keeps coming to the village for holidays. Sri Ram and Seetha become good friends after a couple of positive incidents.Sri Ram tries to impress her in many ways and tries to express his love throughout the first half of the movie. Seetha rejects his proposal when she gets to know that Ram loves her. The Second half is more of how Ram wins her love and impresses Seetha's Family with his determination and overcoming some challenges.",Telugu,India,5
Krishna Gaadi Veera Prema Gaadha,2016,12-Feb-16,"Action, Comedy, Romance",Hanu Raghavapudi,"Nani, Mehreen Pirzada, Murli Sharma","Krishna (Nani) is a coward who is in love with Mahalakshmi (Mehreen Pirzada) and they have kept it a secret. Mahalakshmi is sister of Ramaraju, who in turn is a henchmen of Rajayya. At the same time, Rajayya has a brother, encounter specialist ACP Srikanth (Sampath) who always kills criminals without arresting them. Complications arise as Krishna conveys his love to Mahalakshmi's brother. Another gangster David (Murali Sharma) returns to Hyderabad to fulfill his mother's final wish. But things turn around when ACP Srikanth's kids get kidnapped from Ramaraju's house. Krishna is then left with a huge responsibility of saving three kids from the villains for the sake of his girl.",Telugu,India,7.4
Garam,2016,12-Feb-16,"Action, Romance",Madan,"Aadi, Adah Sharma, Kabir Duhan Singh",Varala Babu (Aadi) is not good at studies and that is why his father (Tanikella Bharani) scolds him all the time. Their neighbor's son is well educated and well behaved. Everyone tells Babu to become like him and that irritates him a lot. One day he left the house because of the constant humiliation and challenges his father that he will prove himself.He leaves to Hyderabad to be successful but ends up falling in love with beautiful Muslim girl Sameera (Adah Sharma). They ultimately fall in love. But Sameera herself was facing some trouble from some evil guys. Then Babu explains why he really came to the city to her. Coincidentally in both cases the evil mastermind is the same and Babu ultimately takes revenge on behalf of his friend and lover.,Telugu,India,5.3
Krishnashtami,2016,19-Feb-16,"Action, Comedy, Romance",Vasu Varma,"Ajay, Rajsekhar Aningi, Banerjee","Krishnashtami tells the story of an NRI who returns to India with a definite purpose. This romantic entertainer is told with large doses of comedy, romance and family values.",Telugu,India,5.5
Kshanam,2016,26-Feb-16,"Mystery, Thriller",Ravikanth Perepu,"Adivi Sesh, Adah Sharma, Anasuya Bharadwaj","Rishi, a non-resident Indian, returns to India to help his ex-lover find her kidnapped daughter.",Telugu,India,8.2
Eluka Majaka,2016,26-Feb-16,Comedy,Narasimha Rao Relangi,"Brahmanandam, Vennela Kishore, Harsha Krishna Murthy","Vennela Kishore a florist, falls in love with the daughter of Raghu Babu, who irks everyone with his conditions. While obeying one of his conditions, Vennela Kishore disrespects Lord Vinayaka. The Eluka (Vinayaka's vehicle) decides to teach him a lesson and sends a Mushika (Brahmanandam). How Vennela Kishore comes out of the mess created by the mouse forms the rest of the story of Eluka Majaka.",Telugu,India,5.6
Padesave,2016,26-Feb-16,Romance,Chunia,"Anitha Chowdary, Karthik Raju, Sujeet Kumar Sharma",,Telugu,India,
Terror,2016,26-Feb-16,"Action, Crime, Thriller",Satish Kasetty,"Meka Srikanth, Ravi Varma, Kota Srinivasa Rao","Terror is the story of a sincere police officer called Vijay. During one his investigations, Vijay finds a small clue that a big attack is imminent. To his shock, he finds out that people from his department and senior politicians are also involved. What happens next?","English, Telugu, Hindi",India,6.8
Guntur Talkies,2016,04-Mar-16,Comedy,Praveen Sattaru,"Mehaboob Ai, B. Ambareesh, Apoorva","This story focused on two characters: Hari, a 25-year-old Casanova, and Giri, a man in his late 40s, deserted by his wife and left to handle two little children.",Telugu,India,5.6
Kalyana Vaibhogame,2016,04-Mar-16,"Comedy, Drama",B.V. Nandini Reddy,"Naga Shaurya, Malvika Nair, Raasi","Shourya (Naga Shourya) is a gaming software professional in Hyderabad. He is just 23 years old but his parents want him to get married before his aging grandmother dies. He wants freedom, doesn't want to get married so early but reluctantly agrees to see the girl Divya (Malavika Nair), who is pursuing medicine. She too doesn't want to get married now but agrees as her father is forcing her. They meet and tell each other their true feelings and break their alliance. A few months later they run into each other, and agree to get married with a condition that they would file divorce after marriage and lead free life. But is life as simple as that? Does love bud after this marriage or they get divorced?",Telugu,India,6.7
